Periodicity ;Year;Quarter ;Month;Item;Money Supply in Million Saudi Riyals
Quarterly;2000;Q4;-;Money Supply M1;165500.388
Quarterly;2001;Q1;-;Demand  Deposits;122472.026
Quarterly;2001;Q3;-;Time & Savings Deposits;87923.045
Quarterly;2001;Q3;-;Currency Outside Banks;46528.598
Quarterly;2001;Q3;-;Money Supply M3;327334.195
Quarterly;2001;Q3;-;Money Supply M2;260979.853
Quarterly;2001;Q4;-;Money Supply M1;179395.894
Quarterly;2002;Q1;-;Currency Outside Banks;49154.153
Quarterly;2002;Q2;-;Other Quasi- Money Deposits;69573.575
Quarterly;2002;Q3;-;Other Quasi- Money Deposits;76257.034
Quarterly;2002;Q3;-;Currency Outside Banks;46996.861
Quarterly;2002;Q4;-;Currency Outside Banks;52329.209
Quarterly;2002;Q4;-;Money Supply M2;310367.266
Quarterly;2003;Q1;-;Other Quasi- Money Deposits;79922.63
Quarterly;2003;Q2;-;Currency Outside Banks;54889.519
Quarterly;2003;Q3;-;Time & Savings Deposits;106422.194
Quarterly;2003;Q4;-;Money Supply M1;223021.86
Quarterly;2004;Q1;-;Currency Outside Banks;56701.482
Quarterly;2004;Q3;-;Money Supply M3;456682.608
Quarterly;2004;Q4;-;Other Quasi- Money Deposits;87691.664
Quarterly;2004;Q4;-;Money Supply M3;495667.925
Quarterly;2004;Q4;-;Money Supply M2;407976.261
Quarterly;2005;Q1;-;Time & Savings Deposits;142386.186
Quarterly;2005;Q1;-;Currency Outside Banks;58743.873
Quarterly;2005;Q2;-;Money Supply M3;530632.615
Quarterly;2005;Q2;-;Money Supply M2;433003.996
Quarterly;2005;Q3;-;Time & Savings Deposits;160908.929
Quarterly;2005;Q3;-;Demand  Deposits;213561.856
Quarterly;2005;Q3;-;Other Quasi- Money Deposits;101347.708
Quarterly;2006;Q1;-;Money Supply M3;585533.691
Quarterly;2006;Q2;-;Time & Savings Deposits;190592.943
Quarterly;2006;Q2;-;Money Supply M3;598802.542
Quarterly;2006;Q2;-;Money Supply M2;491442.727
Quarterly;2006;Q3;-;Currency Outside Banks;62071.742
Quarterly;2006;Q3;-;Money Supply M2;505674.096
Quarterly;2006;Q4;-;Demand  Deposits;243417.691
Quarterly;2006;Q4;-;Currency Outside Banks;69324.101
Quarterly;2007;Q1;-;Other Quasi- Money Deposits;115764.157
Quarterly;2007;Q1;-;Currency Outside Banks;65067.914
Quarterly;2007;Q1;-;Money Supply M1;322667.45
Quarterly;2007;Q2;-;Time & Savings Deposits;254543.117
Quarterly;2007;Q2;-;Money Supply M1;333114.432
Quarterly;2007;Q3;-;Time & Savings Deposits;264471.612
Quarterly;2007;Q4;-;Other Quasi- Money Deposits;123139.628
Quarterly;2008;Q1;-;Money Supply M1;411706.042
Quarterly;2008;Q2;-;Demand  Deposits;351553.161
Quarterly;2008;Q2;-;Other Quasi- Money Deposits;148770.566
Quarterly;2009;Q2;-;Demand  Deposits;390595.371
Quarterly;2009;Q2;-;Currency Outside Banks;85458.739
Quarterly;2009;Q2;-;Money Supply M1;476054.11
Quarterly;2009;Q3;-;Time & Savings Deposits;330633.562
Quarterly;2009;Q4;-;Other Quasi- Money Deposits;184009.189
Quarterly;2010;Q1;-;Time & Savings Deposits;313706.757
Quarterly;2010;Q2;-;Demand  Deposits;484505.481
Quarterly;2010;Q2;-;Money Supply M2;880975.350349
Quarterly;2010;Q3;-;Money Supply M3;1050936.00755
Quarterly;2010;Q4;-;Time & Savings Deposits;298282.546
Quarterly;2011;Q1;-;Currency Outside Banks;106228.081054
Quarterly;2011;Q1;-;Money Supply M2;993920.344054
Quarterly;2011;Q4;-;Time & Savings Deposits;316400.646
Quarterly;2011;Q4;-;Demand  Deposits;642093.67
Quarterly;2012;Q1;-;Other Quasi- Money Deposits;170088.435
Quarterly;2012;Q2;-;Money Supply M1;812723.719442
Quarterly;2012;Q3;-;Other Quasi- Money Deposits;197553.673
Quarterly;2012;Q3;-;Money Supply M3;1326821.66404
Quarterly;2012;Q4;-;Time & Savings Deposits;329679.868
Quarterly;2012;Q4;-;Demand  Deposits;756555.345
Quarterly;2013;Q2;-;Time & Savings Deposits;325796.545
Quarterly;2013;Q2;-;Demand  Deposits;825888.203
Quarterly;2013;Q2;-;Currency Outside Banks;138842.91246
Quarterly;2013;Q2;-;Money Supply M3;1479545.38346
Quarterly;2013;Q3;-;Demand  Deposits;827253.259
Quarterly;2013;Q4;-;Demand  Deposits;860270.196
Quarterly;2013;Q4;-;Other Quasi- Money Deposits;207393.726
Quarterly;2013;Q4;-;Money Supply M1;1003410.23318
Quarterly;2013;Q4;-;Money Supply M3;1561070.44418
Quarterly;2013;Q4;-;Money Supply M2;1353676.71818
Quarterly;2014;Q1;-;Other Quasi- Money Deposits;218799.51
Quarterly;2014;Q3;-;Money Supply M1;1100834.47183
Quarterly;2014;Q4;-;Time & Savings Deposits;403419.45
Quarterly;2014;Q4;-;Money Supply M1;1145134.55311
Quarterly;2015;Q1;-;Time & Savings Deposits;391880.197
Quarterly;2015;Q1;-;Demand  Deposits;1053229.895
Quarterly;2015;Q1;-;Money Supply M1;1219819.27276
Quarterly;2015;Q2;-;Time & Savings Deposits;377944.324
Quarterly;2015;Q2;-;Money Supply M2;1637040.26369
Quarterly;2015;Q3;-;Currency Outside Banks;175145.866314
Quarterly;2015;Q3;-;Money Supply M1;1242471.70731
Quarterly;2015;Q3;-;Money Supply M3;1838959.45631
Quarterly;2015;Q4;-;Currency Outside Banks;168491.790479
Quarterly;2016;Q1;-;Currency Outside Banks;169233.533004
Quarterly;2016;Q2;-;Demand  Deposits;966195.30672
Quarterly;2016;Q2;-;Money Supply M2;1595272.92025
Quarterly;2016;Q4;-;Demand  Deposits;976086.198808
Quarterly;2016;Q4;-;Currency Outside Banks;170323.068834
Quarterly;2017;Q3;-;Time & Savings Deposits;476453.252275
Quarterly;2017;Q3;-;Demand  Deposits;980252.433814
Quarterly;2017;Q3;-;Other Quasi- Money Deposits;159111.530719
Quarterly;2017;Q4;-;Time & Savings Deposits;454152.059195
Quarterly;2018;Q1;-;Time & Savings Deposits;436709.84542
Quarterly;2018;Q1;-;Other Quasi- Money Deposits;164425.443853
Quarterly;2018;Q2;-;Money Supply M3;1816208.97169
Quarterly;2018;Q2;-;Money Supply M2;1637204.37413
Quarterly;2018;Q3;-;Demand  Deposits;1025100.07316
Quarterly;2018;Q4;-;Demand  Deposits;1040664.95185
Quarterly;2019;Q1;-;Other Quasi- Money Deposits;177977.223237
Quarterly;2019;Q1;-;Money Supply M1;1221220.35652
Quarterly;2019;Q2;-;Currency Outside Banks;190809.981935
Monthly;1993;Q1;Jan;Demand  Deposits;83672.567
Monthly;1993;Q1;Feb;Money Supply M1;129962.714
Monthly;1993;Q2;Apr;Money Supply M1;132298.216533
Monthly;1993;Q2;May;Time & Savings Deposits;46212.882
Monthly;1993;Q2;May;Money Supply M2;181144.7957
Monthly;1993;Q2;Jun;Demand  Deposits;89345.831
Monthly;1993;Q3;Jul;Demand  Deposits;89945.723
Monthly;1993;Q3;Jul;Currency Outside Banks;46549.9284
Monthly;1993;Q3;Aug;Time & Savings Deposits;46625.812
Monthly;1993;Q3;Aug;Money Supply M3;241690.955395
Monthly;1993;Q3;Sep;Currency Outside Banks;43311.305902
Monthly;1993;Q4;Oct;Time & Savings Deposits;46608.568
Monthly;1993;Q4;Oct;Currency Outside Banks;43407.870706
Monthly;1993;Q4;Dec;Money Supply M1;121502.756617
Monthly;1994;Q1;Jan;Money Supply M2;171547.759467
Monthly;1994;Q1;Feb;Currency Outside Banks;46303.364
Monthly;1994;Q2;Apr;Demand  Deposits;80762.179
Monthly;1994;Q2;Apr;Other Quasi- Money Deposits;56383.824
Monthly;1994;Q2;Apr;Currency Outside Banks;44568.788383
Monthly;1994;Q2;Apr;Money Supply M1;125330.967383
Monthly;1994;Q2;May;Other Quasi- Money Deposits;57859.812
Monthly;1994;Q2;May;Currency Outside Banks;45229.799189
Monthly;1994;Q2;Jun;Money Supply M2;175775.470395
Monthly;1994;Q3;Jul;Demand  Deposits;83741.227
Monthly;1994;Q3;Aug;Demand  Deposits;83244.798
Monthly;1994;Q3;Sep;Other Quasi- Money Deposits;58549.218
Monthly;1994;Q3;Sep;Money Supply M3;232238.771086
Monthly;1994;Q4;Oct;Other Quasi- Money Deposits;59751.905
Monthly;1994;Q4;Nov;Other Quasi- Money Deposits;58109.97
Monthly;1994;Q4;Dec;Money Supply M3;236230.925411
Monthly;1994;Q4;Dec;Money Supply M2;177061.555411
Monthly;1995;Q1;Feb;Currency Outside Banks;48007.724
Monthly;1995;Q1;Feb;Money Supply M1;127776.265
Monthly;1995;Q1;Mar;Time & Savings Deposits;54625.362
Monthly;1995;Q1;Mar;Demand  Deposits;82448.977
Monthly;1995;Q1;Mar;Money Supply M1;128895.257507
Monthly;1995;Q2;Jun;Money Supply M3;245410.18962
Monthly;1995;Q3;Jul;Currency Outside Banks;45312.5635
Monthly;1995;Q3;Aug;Other Quasi- Money Deposits;57262.005
Monthly;1995;Q3;Aug;Currency Outside Banks;43123.407999
Monthly;1995;Q3;Aug;Money Supply M3;236063.853999
Monthly;1995;Q3;Sep;Money Supply M3;240165.248
Monthly;1995;Q4;Oct;Time & Savings Deposits;58310.67
Monthly;1995;Q4;Oct;Demand  Deposits;81136.67
Monthly;1995;Q4;Oct;Other Quasi- Money Deposits;56690.718
Monthly;1995;Q4;Oct;Money Supply M2;182062.242
Monthly;1995;Q4;Dec;Demand  Deposits;81383.933
Monthly;1995;Q4;Dec;Money Supply M1;124471.136
Monthly;1995;Q4;Dec;Money Supply M2;185693.659
Monthly;1996;Q1;Jan;Money Supply M2;186751.434
Monthly;1996;Q1;Feb;Money Supply M1;128112.5534
Monthly;1996;Q1;Mar;Time & Savings Deposits;61755.078
Monthly;1996;Q1;Mar;Money Supply M3;246601.785
Monthly;1996;Q2;Apr;Money Supply M3;251295.034619
Monthly;1996;Q2;May;Demand  Deposits;87969.229
Monthly;1996;Q2;May;Other Quasi- Money Deposits;54510.366
Monthly;1996;Q2;May;Money Supply M2;194898.73758
Monthly;1996;Q2;Jun;Other Quasi- Money Deposits;56685.294
Monthly;1996;Q3;Jul;Other Quasi- Money Deposits;54557.918
Monthly;1996;Q3;Aug;Time & Savings Deposits;65826.946
Monthly;1996;Q3;Aug;Money Supply M1;128683.406308
Monthly;1996;Q4;Oct;Demand  Deposits;86568.444
Monthly;1996;Q4;Nov;Currency Outside Banks;41510.009702
Monthly;1996;Q4;Nov;Money Supply M2;196900.404702
Monthly;1996;Q4;Dec;Money Supply M1;132927.856
Monthly;1996;Q4;Dec;Money Supply M3;258322.56
Monthly;1996;Q4;Dec;Money Supply M2;204008.607
Monthly;1997;Q1;Jan;Demand  Deposits;94768.131
Monthly;1997;Q1;Jan;Money Supply M1;141903.092
Monthly;1997;Q1;Jan;Money Supply M2;211330.647
Monthly;1997;Q1;Mar;Other Quasi- Money Deposits;54995.821
Monthly;1997;Q2;Apr;Currency Outside Banks;44985.905
Monthly;1997;Q2;Apr;Money Supply M1;142153.451
Monthly;1997;Q2;Jun;Time & Savings Deposits;69364.539
Monthly;1997;Q2;Jun;Money Supply M1;144497.995
Monthly;1997;Q3;Jul;Other Quasi- Money Deposits;52779.635
Monthly;1997;Q3;Aug;Time & Savings Deposits;71749.734
Monthly;1997;Q3;Aug;Money Supply M1;140205.496
Monthly;1997;Q3;Sep;Currency Outside Banks;44565.843
Monthly;1997;Q4;Nov;Money Supply M2;214083.011
Monthly;1998;Q1;Feb;Demand  Deposits;96953.608
Monthly;1998;Q1;Feb;Money Supply M2;222246.051
Monthly;1998;Q1;Mar;Time & Savings Deposits;78781.845
Monthly;1998;Q2;Apr;Money Supply M1;147882.725
Monthly;1998;Q2;May;Currency Outside Banks;47171.739
Monthly;1998;Q2;May;Money Supply M2;225038.526
Monthly;1998;Q2;Jun;Money Supply M1;148017.299
Monthly;1998;Q2;Jun;Money Supply M3;280165.288
Monthly;1998;Q3;Jul;Time & Savings Deposits;78664.425
Monthly;1998;Q3;Jul;Money Supply M2;221867.369
Monthly;1998;Q3;Aug;Other Quasi- Money Deposits;51866.206
Monthly;1998;Q3;Aug;Money Supply M2;219620.745
Monthly;1998;Q3;Sep;Currency Outside Banks;43210.206
Monthly;1998;Q3;Sep;Money Supply M2;217345.232
Monthly;1998;Q4;Oct;Money Supply M2;216812.18
Monthly;1999;Q1;Jan;Money Supply M2;224410.731
Monthly;1999;Q1;Feb;Other Quasi- Money Deposits;58380.499
Monthly;1999;Q1;Feb;Currency Outside Banks;45347.106
Monthly;1999;Q1;Mar;Money Supply M3;287332.074
Monthly;1999;Q2;Apr;Demand  Deposits;101837.768
Monthly;1999;Q2;Apr;Currency Outside Banks;45368.091
Monthly;1999;Q2;May;Demand  Deposits;100983.29
Monthly;1999;Q2;May;Money Supply M1;146245.366
Monthly;1999;Q2;Jun;Demand  Deposits;101621.68
Monthly;1999;Q2;Jun;Money Supply M2;227957.757
Monthly;1999;Q3;Jul;Demand  Deposits;102703.491
Monthly;1999;Q3;Aug;Time & Savings Deposits;82478.818
Monthly;1999;Q3;Sep;Other Quasi- Money Deposits;57270.646
Monthly;1999;Q3;Sep;Money Supply M3;283211.826
Monthly;1999;Q3;Sep;Money Supply M2;225941.18
Monthly;1999;Q4;Nov;Time & Savings Deposits;82556.665
Monthly;1999;Q4;Nov;Money Supply M1;148067.66
Monthly;2000;Q1;Jan;Other Quasi- Money Deposits;57752.55
Monthly;2000;Q2;Apr;Time & Savings Deposits;85628.723
Monthly;2000;Q2;Apr;Demand  Deposits;114389.815
Monthly;2000;Q2;Apr;Currency Outside Banks;47281.484
Monthly;2000;Q2;Apr;Money Supply M2;247300.022
Monthly;2000;Q2;May;Time & Savings Deposits;86401.953
Monthly;2000;Q2;May;Other Quasi- Money Deposits;60377.508
Monthly;2000;Q2;Jun;Time & Savings Deposits;87736.572
Monthly;2000;Q3;Aug;Money Supply M3;306381.566
Monthly;2000;Q3;Sep;Demand  Deposits;112622.136
Monthly;2000;Q3;Sep;Currency Outside Banks;46125.869
Monthly;2000;Q4;Oct;Time & Savings Deposits;86427.344
Monthly;2000;Q4;Oct;Demand  Deposits;111398.77
Monthly;2000;Q4;Oct;Money Supply M1;157838.546
Monthly;2000;Q4;Nov;Demand  Deposits;110999.117
Monthly;2000;Q4;Nov;Money Supply M1;158310.629
Monthly;2000;Q4;Nov;Money Supply M2;246625.252
Monthly;2001;Q1;Jan;Money Supply M1;166344.739
Monthly;2001;Q1;Feb;Other Quasi- Money Deposits;62411.903
Monthly;2001;Q1;Feb;Money Supply M3;324229.095
Monthly;2001;Q1;Mar;Money Supply M2;265194.952
Monthly;2001;Q3;Jul;Money Supply M1;173784.402
Monthly;2001;Q3;Jul;Money Supply M2;261070.279
Monthly;2001;Q3;Aug;Money Supply M2;261915.998
Monthly;2001;Q3;Sep;Demand  Deposits;126528.21
Monthly;2001;Q3;Sep;Currency Outside Banks;46528.598
Monthly;2001;Q3;Sep;Money Supply M1;173056.808
Monthly;2001;Q4;Oct;Currency Outside Banks;46988.498
Monthly;2001;Q4;Oct;Money Supply M3;331540.947
Monthly;2001;Q4;Nov;Other Quasi- Money Deposits;69045.698
Monthly;2001;Q4;Nov;Money Supply M3;337415.093
Monthly;2002;Q1;Jan;Currency Outside Banks;49531.588
Monthly;2002;Q1;Feb;Demand  Deposits;134273.886
Monthly;2002;Q1;Feb;Money Supply M1;185421.171
Monthly;2002;Q1;Mar;Other Quasi- Money Deposits;68831.692
Monthly;2002;Q1;Mar;Money Supply M1;187449.385
Monthly;2002;Q2;Apr;Demand  Deposits;142344.398
Monthly;2002;Q2;May;Time & Savings Deposits;89152.857
Monthly;2002;Q2;May;Other Quasi- Money Deposits;70811.519
Monthly;2002;Q2;Jun;Demand  Deposits;143514.352
Monthly;2002;Q2;Jun;Currency Outside Banks;49257.453
Monthly;2002;Q2;Jun;Money Supply M3;350473.123
Monthly;2002;Q3;Jul;Other Quasi- Money Deposits;71414.509
Monthly;2002;Q4;Oct;Money Supply M1;197434.795
Monthly;2002;Q4;Dec;Time & Savings Deposits;108028.195
Monthly;2002;Q4;Dec;Money Supply M2;310367.266
Monthly;2003;Q1;Feb;Demand  Deposits;151700.161
Monthly;2003;Q1;Feb;Money Supply M3;393968.189
Monthly;2003;Q1;Mar;Currency Outside Banks;55544.399
Monthly;2003;Q1;Mar;Money Supply M1;212131.742
Monthly;2003;Q2;Apr;Money Supply M3;398943.783
Monthly;2003;Q3;Jul;Money Supply M3;403280.976
Monthly;2003;Q3;Aug;Demand  Deposits;163138.393
Monthly;2003;Q3;Aug;Money Supply M2;320548.259
Monthly;2003;Q4;Oct;Money Supply M1;216405.358
Monthly;2003;Q4;Oct;Money Supply M3;402936.272
Monthly;2003;Q4;Nov;Money Supply M3;406261.938
Monthly;2003;Q4;Dec;Money Supply M2;336403.741
Monthly;2004;Q1;Jan;Demand  Deposits;170312.722
Monthly;2004;Q1;Jan;Money Supply M1;229359.671
Monthly;2004;Q1;Feb;Other Quasi- Money Deposits;81876.653
Monthly;2004;Q1;Feb;Money Supply M2;345300.095
Monthly;2004;Q1;Mar;Time & Savings Deposits;111554.355
Monthly;2004;Q1;Mar;Money Supply M1;238867.032
Monthly;2004;Q2;Apr;Demand  Deposits;185519.863
Monthly;2004;Q2;May;Time & Savings Deposits;109923.405
Monthly;2004;Q2;May;Demand  Deposits;183650.013
Monthly;2004;Q2;May;Other Quasi- Money Deposits;86362.532
Monthly;2004;Q2;Jun;Money Supply M1;242649.611
Monthly;2004;Q2;Jun;Money Supply M2;357888.219
Monthly;2004;Q3;Jul;Currency Outside Banks;55869.721
Monthly;2004;Q3;Aug;Time & Savings Deposits;128526.634
Monthly;2004;Q3;Sep;Time & Savings Deposits;126068.248
Monthly;2004;Q3;Sep;Currency Outside Banks;56038.276
Monthly;2004;Q4;Oct;Money Supply M3;457086.774
Monthly;2004;Q4;Nov;Other Quasi- Money Deposits;89382.841
Monthly;2004;Q4;Nov;Currency Outside Banks;60121.921
Monthly;2004;Q4;Nov;Money Supply M2;406206.308
Monthly;2004;Q4;Dec;Currency Outside Banks;60133.143
Monthly;2005;Q1;Mar;Money Supply M1;276411.181
Monthly;2005;Q2;Apr;Other Quasi- Money Deposits;95835.453
Monthly;2005;Q2;Apr;Money Supply M1;279453.89
Monthly;2005;Q2;May;Money Supply M3;525657.95
Monthly;2005;Q2;Jun;Time & Savings Deposits;156873.643
Monthly;2005;Q2;Jun;Other Quasi- Money Deposits;97628.619
Monthly;2005;Q3;Jul;Money Supply M2;433200.653
Monthly;2005;Q3;Aug;Other Quasi- Money Deposits;97072.285
Monthly;2005;Q3;Aug;Currency Outside Banks;58726.537
Monthly;2005;Q4;Oct;Demand  Deposits;210094.906
Monthly;2005;Q4;Oct;Currency Outside Banks;66304.124
Monthly;2005;Q4;Oct;Money Supply M1;276399.03
Monthly;2005;Q4;Oct;Money Supply M2;439914.262
Monthly;2005;Q4;Nov;Money Supply M2;443537.691
Monthly;2006;Q1;Jan;Other Quasi- Money Deposits;101328.415
Monthly;2006;Q1;Jan;Money Supply M3;555340.176
Monthly;2006;Q1;Jan;Money Supply M2;454011.761
Monthly;2006;Q1;Mar;Time & Savings Deposits;190142.288
Monthly;2006;Q1;Mar;Money Supply M3;585533.691
Monthly;2006;Q2;Apr;Demand  Deposits;230092.234
Monthly;2006;Q2;Apr;Currency Outside Banks;61822.142
Monthly;2006;Q2;May;Other Quasi- Money Deposits;99829.967
Monthly;2006;Q2;May;Currency Outside Banks;62605.535
Monthly;2006;Q2;May;Money Supply M1;297047.978
Monthly;2006;Q2;Jun;Money Supply M1;300849.784
Monthly;2006;Q2;Jun;Money Supply M3;598802.542
Monthly;2006;Q2;Jun;Money Supply M2;491442.727
Monthly;2006;Q3;Aug;Other Quasi- Money Deposits;113226.474
Monthly;2006;Q3;Aug;Currency Outside Banks;60573.168
Monthly;2006;Q4;Oct;Currency Outside Banks;65817.614
Monthly;2006;Q4;Oct;Money Supply M2;506202.307
Monthly;2006;Q4;Nov;Time & Savings Deposits;217353.46
Monthly;2007;Q1;Jan;Time & Savings Deposits;222623.798
Monthly;2007;Q1;Jan;Money Supply M1;313537.704
Monthly;2007;Q1;Feb;Money Supply M3;655488.714
Monthly;2007;Q1;Feb;Money Supply M2;547677.935
Monthly;2007;Q1;Mar;Other Quasi- Money Deposits;115764.157
Monthly;2007;Q1;Mar;Money Supply M1;322667.45
Monthly;2007;Q1;Mar;Money Supply M3;677421.082
Monthly;2007;Q2;Apr;Currency Outside Banks;65658.782
Monthly;2007;Q2;Apr;Money Supply M3;692377.856
Monthly;2007;Q2;May;Time & Savings Deposits;249104.353
Monthly;2007;Q2;May;Money Supply M3;694180.779
Monthly;2007;Q3;Jul;Demand  Deposits;278710.062
Monthly;2007;Q3;Jul;Currency Outside Banks;66247.924
Monthly;2007;Q3;Aug;Other Quasi- Money Deposits;124969.527
Monthly;2007;Q4;Oct;Money Supply M3;749777.048
Monthly;2007;Q4;Oct;Money Supply M2;630125.876
Monthly;2007;Q4;Nov;Demand  Deposits;298115.901
Monthly;2007;Q4;Nov;Money Supply M1;368987.112
Monthly;2007;Q4;Dec;Currency Outside Banks;72191.673
Monthly;2007;Q4;Dec;Money Supply M1;383556.735
Monthly;2007;Q4;Dec;Money Supply M2;666615.86
Monthly;2008;Q1;Jan;Demand  Deposits;326768.1
Monthly;2008;Q1;Jan;Currency Outside Banks;71425.893
Monthly;2008;Q1;Jan;Money Supply M2;689017.909
Monthly;2008;Q1;Feb;Demand  Deposits;328321.967
Monthly;2008;Q1;Feb;Money Supply M2;692136.286
Monthly;2008;Q1;Mar;Currency Outside Banks;72398.341
Monthly;2008;Q2;Apr;Time & Savings Deposits;290815.061
Monthly;2008;Q2;Apr;Money Supply M1;408384.313
Monthly;2008;Q2;May;Demand  Deposits;344438.369
Monthly;2008;Q2;May;Other Quasi- Money Deposits;141552.652
Monthly;2008;Q2;Jun;Time & Savings Deposits;282775.481
Monthly;2008;Q2;Jun;Money Supply M1;429150.473
Monthly;2008;Q3;Jul;Money Supply M3;877050.027
Monthly;2008;Q3;Jul;Money Supply M2;732063.659
Monthly;2008;Q3;Aug;Other Quasi- Money Deposits;148210.725
Monthly;2008;Q3;Aug;Money Supply M1;419177.829
Monthly;2008;Q3;Sep;Time & Savings Deposits;326502.052
Monthly;2008;Q3;Sep;Other Quasi- Money Deposits;144041.364
Monthly;2008;Q3;Sep;Currency Outside Banks;84326.015
Monthly;2008;Q4;Oct;Other Quasi- Money Deposits;155529.524
Monthly;2008;Q4;Oct;Money Supply M2;745557.595
Monthly;2008;Q4;Nov;Currency Outside Banks;83413.18
Monthly;2008;Q4;Nov;Money Supply M3;919323.518
Monthly;2008;Q4;Dec;Other Quasi- Money Deposits;136006.62
Monthly;2009;Q1;Jan;Demand  Deposits;353332.116
Monthly;2009;Q1;Feb;Money Supply M1;448362.383
Monthly;2009;Q1;Mar;Demand  Deposits;376934.74
Monthly;2009;Q2;May;Time & Savings Deposits;344644.684
Monthly;2009;Q2;May;Currency Outside Banks;84457.265
Monthly;2009;Q3;Jul;Currency Outside Banks;85523.081
Monthly;2009;Q3;Aug;Money Supply M2;825060.709
Monthly;2009;Q3;Sep;Time & Savings Deposits;330633.562
Monthly;2009;Q4;Oct;Time & Savings Deposits;330418.114
Monthly;2009;Q4;Nov;Currency Outside Banks;93305.086
Monthly;2010;Q1;Mar;Money Supply M2;855717.204059
Monthly;2010;Q2;Apr;Money Supply M1;549389.09591
Monthly;2010;Q2;May;Other Quasi- Money Deposits;148730.731
Monthly;2010;Q2;May;Money Supply M3;1012322.65268
Monthly;2010;Q2;May;Money Supply M2;863591.921677
Monthly;2010;Q2;Jun;Currency Outside Banks;92422.5583488
Monthly;2010;Q3;Aug;Demand  Deposits;491562.36
Monthly;2010;Q3;Sep;Currency Outside Banks;95465.6375518
Monthly;2010;Q3;Sep;Money Supply M1;591279.330552
Monthly;2010;Q4;Oct;Money Supply M3;1040838.85447
Monthly;2010;Q4;Dec;Demand  Deposits;530072.227
Monthly;2010;Q4;Dec;Money Supply M1;625592.074685
Monthly;2011;Q1;Jan;Money Supply M2;939568.435242
Monthly;2011;Q1;Feb;Money Supply M2;944392.518039
Monthly;2011;Q1;Mar;Time & Savings Deposits;304660.711
Monthly;2011;Q1;Mar;Other Quasi- Money Deposits;168067.648
Monthly;2011;Q1;Mar;Currency Outside Banks;106228.081054
Monthly;2011;Q1;Mar;Money Supply M2;993920.344054
Monthly;2011;Q2;May;Money Supply M3;1191999.46135
Monthly;2011;Q2;May;Money Supply M2;1027744.16935
Monthly;2011;Q2;Jun;Time & Savings Deposits;307014.674
Monthly;2011;Q2;Jun;Demand  Deposits;604970.803
Monthly;2011;Q3;Jul;Currency Outside Banks;116963.429884
Monthly;2011;Q3;Sep;Time & Savings Deposits;299995.026
Monthly;2011;Q3;Sep;Demand  Deposits;612790.84
Monthly;2011;Q3;Sep;Other Quasi- Money Deposits;166612.51
Monthly;2011;Q3;Sep;Currency Outside Banks;120705.099732
Monthly;2011;Q3;Sep;Money Supply M1;733495.939732
Monthly;2011;Q4;Oct;Money Supply M1;744198.118283
Monthly;2011;Q4;Nov;Money Supply M1;746603.940619
Monthly;2011;Q4;Nov;Money Supply M3;1216123.03262
Monthly;2011;Q4;Dec;Money Supply M3;1239545.44541
Monthly;2012;Q1;Feb;Demand  Deposits;669217.322
Monthly;2012;Q1;Feb;Currency Outside Banks;122091.696771
Monthly;2012;Q1;Feb;Money Supply M3;1269816.19677
Monthly;2012;Q1;Mar;Currency Outside Banks;122692.864513
Monthly;2012;Q1;Mar;Money Supply M3;1290899.11551
Monthly;2012;Q2;Apr;Demand  Deposits;687235.073
Monthly;2012;Q2;May;Other Quasi- Money Deposits;166621.903
Monthly;2012;Q2;May;Money Supply M2;1120517.90702
Monthly;2012;Q2;Jun;Other Quasi- Money Deposits;170178.301
Monthly;2012;Q3;Jul;Time & Savings Deposits;303386.081
Monthly;2012;Q3;Jul;Demand  Deposits;693063.336
Monthly;2012;Q3;Jul;Money Supply M3;1296990.8725
Monthly;2012;Q3;Aug;Other Quasi- Money Deposits;175526.392
Monthly;2012;Q3;Aug;Money Supply M1;835017.989204
Monthly;2012;Q3;Sep;Time & Savings Deposits;300923.005
Monthly;2012;Q4;Oct;Time & Savings Deposits;330751.587
Monthly;2012;Q4;Oct;Currency Outside Banks;137953.334523
Monthly;2012;Q4;Nov;Other Quasi- Money Deposits;185981.827
Monthly;2012;Q4;Dec;Demand  Deposits;756555.345
Monthly;2012;Q4;Dec;Other Quasi- Money Deposits;188717.559
Monthly;2013;Q1;Jan;Money Supply M1;899373.828926
Monthly;2013;Q1;Jan;Money Supply M3;1412008.95293
Monthly;2013;Q1;Jan;Money Supply M2;1227232.98293
Monthly;2013;Q1;Feb;Currency Outside Banks;135592.448927
Monthly;2013;Q1;Feb;Money Supply M3;1414228.31093
Monthly;2013;Q1;Mar;Time & Savings Deposits;317928.912
Monthly;2013;Q1;Mar;Demand  Deposits;808247.642
Monthly;2013;Q1;Mar;Other Quasi- Money Deposits;178863.262
Monthly;2013;Q2;Apr;Money Supply M1;959217.193776
Monthly;2013;Q2;Apr;Money Supply M3;1467868.19078
Monthly;2013;Q2;May;Demand  Deposits;824772.889
Monthly;2013;Q2;May;Currency Outside Banks;138735.918584
Monthly;2013;Q2;Jun;Time & Savings Deposits;325796.545
Monthly;2013;Q2;Jun;Demand  Deposits;825888.203
Monthly;2013;Q2;Jun;Other Quasi- Money Deposits;189017.723
Monthly;2013;Q3;Jul;Time & Savings Deposits;317097.01
Monthly;2013;Q3;Aug;Other Quasi- Money Deposits;180798.576
